solID;optimalModel;delta_perf_q;changes;pas
927696;workload5;-0.08141578;4.0;2.0
1049899;workload5;0.023501763;5.0;1.0
1092357;workload5;0.005204338;4.5;2.0
1082887;workload5;-0.06274254;4.5;1.0
